Gene	gene_length
ENSDARG00000071581	2027
ENSDARG00000071583	1215
ENSDARG00000071585	3620
ENSDARG00000071586	3037
ENSDARG00000071588	935
ENSDARG00000071589	7916
ENSDARG00000071590	966
ENSDARG00000071592	1892
ENSDARG00000071594	1127
ENSDARG00000071596	4029
ENSDARG00000071601	1872
ENSDARG00000071604	4678
ENSDARG00000071618	10105
ENSDARG00000071626	1237
ENSDARG00000071629	1962
ENSDARG00000071636	2982
ENSDARG00000071640	1092
ENSDARG00000071643	1429
ENSDARG00000071644	5131
ENSDARG00000071648	1470
ENSDARG00000071652	2357
ENSDARG00000071653	1020
ENSDARG00000071656	1188
ENSDARG00000071657	3798
ENSDARG00000071658	2518
ENSDARG00000071662	1237
ENSDARG00000071667	1266
ENSDARG00000071669	1621
ENSDARG00000071670	1275
ENSDARG00000071671	2519
ENSDARG00000071673	2364
ENSDARG00000071678	2674
ENSDARG00000071679	1516
ENSDARG00000071680	1650
ENSDARG00000071683	4856
ENSDARG00000071684	4765
ENSDARG00000071685	4699
ENSDARG00000071691	1974
ENSDARG00000071692	6069
ENSDARG00000071694	2310
ENSDARG00000071695	1450
ENSDARG00000071697	6431
ENSDARG00000071699	2291
ENSDARG00000071701	847
ENSDARG00000071709	2779
ENSDARG00000071714	2280
ENSDARG00000071719	1417
ENSDARG00000071724	3161
ENSDARG00000071725	693
ENSDARG00000071727	1705
ENSDARG00000071733	960
ENSDARG00000071735	551
ENSDARG00000071741	733
ENSDARG00000071745	1194
ENSDARG00000071772	2794
ENSDARG00000071774	1015
ENSDARG00000071790	1508
ENSDARG00000071819	727
ENSDARG00000071823	2895
ENSDARG00000071833	1631
ENSDARG00000071841	846
ENSDARG00000071860	688
ENSDARG00000071863	6015
ENSDARG00000071864	337
ENSDARG00000071868	5656
ENSDARG00000071871	864
ENSDARG00000071872	2893
ENSDARG00000071876	2076
ENSDARG00000071877	1655
ENSDARG00000071878	1009
ENSDARG00000071879	4853
ENSDARG00000071880	1408
ENSDARG00000071881	1205
ENSDARG00000071904	3317
ENSDARG00000071905	3308
ENSDARG00000071906	6813
ENSDARG00000073665	5824
ENSDARG00000073673	2184
ENSDARG00000073675	3314
ENSDARG00000073684	7524
ENSDARG00000073686	3836
ENSDARG00000073688	11638
ENSDARG00000073695	2564
ENSDARG00000073696	4843
ENSDARG00000073699	2893
ENSDARG00000073704	1836
ENSDARG00000073705	1198
ENSDARG00000073707	8677
ENSDARG00000073708	4530
ENSDARG00000073709	5105
ENSDARG00000073710	7047
ENSDARG00000073711	2579
ENSDARG00000073713	4945
ENSDARG00000073716	2741
ENSDARG00000073718	3071
ENSDARG00000073720	1090
ENSDARG00000073721	3464
ENSDARG00000073723	5712
ENSDARG00000073724	4119
ENSDARG00000073726	1175
ENSDARG00000073728	9074
ENSDARG00000073731	7012
ENSDARG00000073732	13151
ENSDARG00000073735	1707
ENSDARG00000073737	1568
ENSDARG00000073738	3699
ENSDARG00000073741	1976
ENSDARG00000073742	879
ENSDARG00000073743	2613
ENSDARG00000073744	6625
ENSDARG00000073747	1769
ENSDARG00000073750	1654
ENSDARG00000073752	3111
ENSDARG00000073753	2274
ENSDARG00000073756	8353
ENSDARG00000073757	3051
ENSDARG00000073761	2883
ENSDARG00000073764	1945
ENSDARG00000073765	1669
ENSDARG00000073766	2481
ENSDARG00000073769	9326
ENSDARG00000073771	3349
ENSDARG00000073773	1858
ENSDARG00000073781	2010
ENSDARG00000073784	1331
ENSDARG00000073786	1756
ENSDARG00000073787	1364
ENSDARG00000073789	5571
ENSDARG00000073792	3243
ENSDARG00000073799	1426
ENSDARG00000073801	2649
ENSDARG00000073802	9005
ENSDARG00000073808	1363
ENSDARG00000073810	4897
ENSDARG00000073812	1781
ENSDARG00000073813	2111
ENSDARG00000073814	4995
ENSDARG00000073820	2365
ENSDARG00000073821	819
ENSDARG00000073822	3023
ENSDARG00000073824	4177
ENSDARG00000073837	3850
ENSDARG00000073841	14609
ENSDARG00000073843	10157
ENSDARG00000073844	999
ENSDARG00000073845	2991
ENSDARG00000073847	2562
ENSDARG00000073848	3636
ENSDARG00000073850	3212
ENSDARG00000073857	2960
ENSDARG00000073858	1705
ENSDARG00000073859	6276
ENSDARG00000073860	946
ENSDARG00000073866	2349
ENSDARG00000073867	1314
ENSDARG00000073869	6191
ENSDARG00000073870	4023
ENSDARG00000073872	2963
ENSDARG00000073874	685
ENSDARG00000073876	2464
ENSDARG00000073881	2275
ENSDARG00000073883	7049
ENSDARG00000073891	1362
ENSDARG00000073892	1809
ENSDARG00000073893	3476
ENSDARG00000073896	2074
ENSDARG00000073899	1842
ENSDARG00000073900	2356
ENSDARG00000073901	4704
ENSDARG00000073902	2562
ENSDARG00000073905	3183
ENSDARG00000073909	4770
ENSDARG00000073910	1299
ENSDARG00000073911	2793
ENSDARG00000073912	796
ENSDARG00000073913	1848
ENSDARG00000073914	1894
ENSDARG00000073915	2143
ENSDARG00000073917	1876
ENSDARG00000073918	1528
ENSDARG00000073920	5104
ENSDARG00000073923	3084
ENSDARG00000073926	5955
ENSDARG00000073931	3616
ENSDARG00000073933	2433
ENSDARG00000073935	1961
ENSDARG00000073936	534
ENSDARG00000073944	14510
ENSDARG00000073947	1657
ENSDARG00000073948	896
ENSDARG00000073950	1570
ENSDARG00000073952	3524
ENSDARG00000073957	4346
ENSDARG00000073959	580
ENSDARG00000073961	833
ENSDARG00000073962	1169
ENSDARG00000073963	2404
ENSDARG00000073965	562
ENSDARG00000073970	3661
ENSDARG00000073974	2422
ENSDARG00000073978	2575
ENSDARG00000073985	1160
ENSDARG00000073988	6820
ENSDARG00000073994	700
ENSDARG00000073996	1762
ENSDARG00000073997	2614
ENSDARG00000073998	1866
ENSDARG00000073999	5893
ENSDARG00000074001	1419
ENSDARG00000074002	2533
ENSDARG00000074004	1977
ENSDARG00000074009	2644
ENSDARG00000074012	884
ENSDARG00000074014	1341
ENSDARG00000074016	1182
ENSDARG00000074017	4310
ENSDARG00000074023	3596
ENSDARG00000074029	855
ENSDARG00000074030	4622
ENSDARG00000074031	2149
ENSDARG00000074033	6772
ENSDARG00000074034	3282
ENSDARG00000074036	2100
ENSDARG00000074041	6473
ENSDARG00000074050	2039
ENSDARG00000074052	3165
ENSDARG00000074056	3087
ENSDARG00000074057	2124
ENSDARG00000074059	9454
ENSDARG00000074060	2846
ENSDARG00000074062	565
ENSDARG00000074064	1569
ENSDARG00000074066	1105
ENSDARG00000074069	941
ENSDARG00000074070	3129
ENSDARG00000074071	6147
ENSDARG00000074072	1036
ENSDARG00000074073	2298
ENSDARG00000074074	2208
ENSDARG00000074075	2737
ENSDARG00000074079	662
ENSDARG00000074081	1894
ENSDARG00000074082	1371
ENSDARG00000074084	3320
ENSDARG00000074085	432
ENSDARG00000074086	3584
ENSDARG00000074087	2140
ENSDARG00000074094	3330
ENSDARG00000074098	2463
ENSDARG00000074100	1300
ENSDARG00000074111	854
ENSDARG00000074117	1772
ENSDARG00000074118	1430
ENSDARG00000074119	3113
ENSDARG00000074120	1197
ENSDARG00000074121	9923
ENSDARG00000074125	1545
ENSDARG00000074126	2850
ENSDARG00000074129	2613
ENSDARG00000074131	3283
ENSDARG00000074132	1037
ENSDARG00000074136	3186
ENSDARG00000074137	7360
ENSDARG00000074143	7573
ENSDARG00000074146	2350
ENSDARG00000074148	1690
ENSDARG00000074149	10288
ENSDARG00000074150	3705
ENSDARG00000074153	2571
ENSDARG00000074156	1779
ENSDARG00000074160	875
ENSDARG00000074161	7867
ENSDARG00000074163	2737
ENSDARG00000074166	15893
ENSDARG00000074168	11505
ENSDARG00000074169	4763
ENSDARG00000074170	1227
ENSDARG00000074179	1183
ENSDARG00000074182	1639
ENSDARG00000074183	5922
ENSDARG00000074184	5853
ENSDARG00000074185	2004
ENSDARG00000074191	1947
ENSDARG00000074201	8719
ENSDARG00000074204	833
ENSDARG00000074205	2119
ENSDARG00000074210	973
ENSDARG00000074212	1914
ENSDARG00000074213	2007
ENSDARG00000074216	1969
ENSDARG00000074217	1380
ENSDARG00000074219	2841
ENSDARG00000074221	7743
ENSDARG00000074222	2405
ENSDARG00000074223	6431
ENSDARG00000074225	3940
ENSDARG00000074226	1713
ENSDARG00000074229	9923
ENSDARG00000074231	393
ENSDARG00000074233	2336
ENSDARG00000074235	1590
ENSDARG00000074238	4264
ENSDARG00000074242	2344
ENSDARG00000074244	4157
ENSDARG00000074245	14770
ENSDARG00000074246	2474
ENSDARG00000074248	1645
ENSDARG00000074253	2617
ENSDARG00000074254	2052
ENSDARG00000074255	4964
ENSDARG00000074258	2855
ENSDARG00000074262	1736
ENSDARG00000074265	3466
ENSDARG00000074266	2393
ENSDARG00000074270	6896
ENSDARG00000074271	964
ENSDARG00000074274	1135
ENSDARG00000074275	3880
ENSDARG00000074282	4821
ENSDARG00000074283	3899
ENSDARG00000074285	2393
ENSDARG00000074286	823
ENSDARG00000074287	4767
ENSDARG00000074289	3593
ENSDARG00000074293	5976
ENSDARG00000074298	14040
ENSDARG00000074301	1828
ENSDARG00000074302	1751
ENSDARG00000074303	4082
ENSDARG00000074305	1315
ENSDARG00000074306	1289
ENSDARG00000074307	5134
ENSDARG00000074308	1999
ENSDARG00000074309	2337
ENSDARG00000074310	2352
ENSDARG00000074311	9451
ENSDARG00000074314	4758
ENSDARG00000074316	3755
ENSDARG00000074317	1662
ENSDARG00000074319	6858
ENSDARG00000074320	1170
ENSDARG00000074321	1583
ENSDARG00000074322	1972
ENSDARG00000074323	595
ENSDARG00000074325	1132
ENSDARG00000074326	2954
ENSDARG00000074328	3747
ENSDARG00000074329	3004
ENSDARG00000074331	5921
ENSDARG00000074332	9420
ENSDARG00000074334	2929
ENSDARG00000074335	4677
ENSDARG00000074337	2699
ENSDARG00000074340	1325
ENSDARG00000074341	6355
ENSDARG00000074345	5018
ENSDARG00000074346	2786
ENSDARG00000074356	2780
ENSDARG00000074359	3366
ENSDARG00000074360	1675
ENSDARG00000074362	2116
ENSDARG00000074363	3064
ENSDARG00000074365	2817
ENSDARG00000074367	5359
ENSDARG00000074371	612
ENSDARG00000074372	4282
ENSDARG00000074376	3359
ENSDARG00000074378	1557
ENSDARG00000074379	1124
ENSDARG00000074381	5486
ENSDARG00000074384	2447
ENSDARG00000074387	2680
ENSDARG00000074389	1674
ENSDARG00000074390	3726
ENSDARG00000074393	1986
ENSDARG00000074396	3389
ENSDARG00000074401	2162
ENSDARG00000074403	1551
ENSDARG00000074410	8776
ENSDARG00000074414	3100
ENSDARG00000074415	2859
ENSDARG00000074419	3118
ENSDARG00000074424	4947
ENSDARG00000074425	990
ENSDARG00000074426	343
ENSDARG00000074428	1726
ENSDARG00000074431	3429
ENSDARG00000074435	1901
ENSDARG00000074441	2374
ENSDARG00000074442	2033
ENSDARG00000074443	2669
ENSDARG00000074447	1459
ENSDARG00000074451	1906
ENSDARG00000074453	5687
ENSDARG00000074456	582
ENSDARG00000074457	2719
ENSDARG00000074465	14988
ENSDARG00000074466	1577
ENSDARG00000074468	7754
ENSDARG00000074469	1461
ENSDARG00000074471	6808
ENSDARG00000074476	830
ENSDARG00000074480	3458
ENSDARG00000074481	3956
ENSDARG00000074488	1497
ENSDARG00000074490	2815
ENSDARG00000074498	11835
ENSDARG00000074501	1753
ENSDARG00000074502	6486
ENSDARG00000074505	664
ENSDARG00000074506	8674
ENSDARG00000074507	1844
ENSDARG00000074508	5235
ENSDARG00000074509	2736
ENSDARG00000074510	3549
ENSDARG00000074519	3020
ENSDARG00000074521	2722
ENSDARG00000074524	4158
ENSDARG00000074526	8939
ENSDARG00000074527	5690
ENSDARG00000074528	1137
ENSDARG00000074530	1257
ENSDARG00000074531	4576
ENSDARG00000074533	4266
ENSDARG00000074535	3714
ENSDARG00000074538	966
ENSDARG00000074540	2386
ENSDARG00000074544	7427
ENSDARG00000074546	5993
ENSDARG00000074547	513
ENSDARG00000074548	2934
ENSDARG00000074552	1446
ENSDARG00000074554	1823
ENSDARG00000074556	3189
ENSDARG00000074558	6638
ENSDARG00000074560	5201
ENSDARG00000074561	2003
ENSDARG00000074563	2581
ENSDARG00000074564	1374
ENSDARG00000074565	5604
ENSDARG00000074571	1848
ENSDARG00000074572	6073
ENSDARG00000074575	5692
ENSDARG00000074581	6839
ENSDARG00000074582	2924
ENSDARG00000074583	6367
ENSDARG00000074588	2294
ENSDARG00000074589	6831
ENSDARG00000074590	3210
ENSDARG00000074591	1216
ENSDARG00000074597	3011
ENSDARG00000074599	8123
ENSDARG00000074600	4474
ENSDARG00000074601	657
ENSDARG00000074602	4012
ENSDARG00000074604	1218
ENSDARG00000074607	4671
ENSDARG00000074610	424
ENSDARG00000074611	3153
ENSDARG00000074613	569
ENSDARG00000074617	5254
ENSDARG00000074623	3611
ENSDARG00000074624	3579
ENSDARG00000074626	3002
ENSDARG00000074628	2461
ENSDARG00000074633	3130
ENSDARG00000074634	3200
ENSDARG00000074635	10133
ENSDARG00000074636	5065
ENSDARG00000074638	7102
ENSDARG00000074640	790
ENSDARG00000074644	1934
ENSDARG00000074645	3004
ENSDARG00000074646	3973
ENSDARG00000074652	2038
ENSDARG00000074653	4254
ENSDARG00000074656	1416
ENSDARG00000074660	2004
ENSDARG00000074661	2820
ENSDARG00000074662	1137
ENSDARG00000074663	4740
ENSDARG00000074665	972
ENSDARG00000074666	1163
ENSDARG00000074667	2379
ENSDARG00000074669	2249
ENSDARG00000074670	1347
ENSDARG00000074671	4237
ENSDARG00000074675	4146
ENSDARG00000074676	3288
ENSDARG00000074677	9823
ENSDARG00000074680	7877
ENSDARG00000074684	2097
ENSDARG00000074686	5516
ENSDARG00000074688	5907
ENSDARG00000074690	3082
ENSDARG00000074691	4401
ENSDARG00000074695	5697
ENSDARG00000074696	1008
ENSDARG00000074697	1359
ENSDARG00000074698	1511
ENSDARG00000074702	6024
ENSDARG00000074703	1666
ENSDARG00000074708	2757
ENSDARG00000074712	1322
ENSDARG00000074715	3896
ENSDARG00000074719	642
ENSDARG00000074720	786
ENSDARG00000074721	1293
ENSDARG00000074723	7237
ENSDARG00000074726	6775
ENSDARG00000074727	3384
ENSDARG00000074728	1423
ENSDARG00000074730	2347
ENSDARG00000074732	1694
ENSDARG00000074734	4706
ENSDARG00000074739	3043
ENSDARG00000074740	1644
ENSDARG00000074742	1506
ENSDARG00000074745	7585
ENSDARG00000074746	2656
ENSDARG00000074747	7895
ENSDARG00000074749	6192
ENSDARG00000074750	6881
ENSDARG00000074752	2945
ENSDARG00000074754	693
ENSDARG00000074756	1894
ENSDARG00000074757	3335
ENSDARG00000074758	4966
ENSDARG00000074759	4917
ENSDARG00000074760	3099
ENSDARG00000074761	2066
ENSDARG00000074762	397
ENSDARG00000074763	2001
ENSDARG00000074764	2534
ENSDARG00000074765	1388
ENSDARG00000074768	1636
ENSDARG00000074771	1850
ENSDARG00000074772	1163
ENSDARG00000074773	1748
ENSDARG00000074776	1423
ENSDARG00000074777	8086
ENSDARG00000074779	7106
ENSDARG00000074781	4495
ENSDARG00000074782	2928
ENSDARG00000074790	1523
ENSDARG00000074791	4756
ENSDARG00000074794	1533
ENSDARG00000074796	2556
ENSDARG00000074802	610
ENSDARG00000074804	8800
ENSDARG00000074806	4204
ENSDARG00000074807	4221
ENSDARG00000074808	5492
ENSDARG00000074809	1328
ENSDARG00000074812	6086
ENSDARG00000074813	3374
ENSDARG00000074815	10545
ENSDARG00000074816	939
ENSDARG00000074818	3426
ENSDARG00000074819	3940
ENSDARG00000074820	1505
ENSDARG00000074824	682
ENSDARG00000074827	491
ENSDARG00000074828	1511
ENSDARG00000074829	3613
ENSDARG00000074836	999
ENSDARG00000074839	3833
ENSDARG00000074842	2753
ENSDARG00000074843	7034
ENSDARG00000074844	6477
ENSDARG00000074846	6915
ENSDARG00000074848	1621
ENSDARG00000074849	2091
ENSDARG00000074850	2284
ENSDARG00000074851	1772
ENSDARG00000074852	5445
ENSDARG00000074854	795
ENSDARG00000074858	3406
ENSDARG00000074860	5150
ENSDARG00000074863	8138
ENSDARG00000074865	11212
ENSDARG00000074866	8327
ENSDARG00000074867	7838
ENSDARG00000074868	2336
ENSDARG00000074869	2681
ENSDARG00000074873	1062
ENSDARG00000074876	2426
ENSDARG00000074889	1827
ENSDARG00000074892	1148
ENSDARG00000074894	6273
ENSDARG00000074895	2369
ENSDARG00000074897	857
ENSDARG00000074899	7864
ENSDARG00000074902	3985
ENSDARG00000074903	3513
ENSDARG00000074904	6226
ENSDARG00000074905	2842
ENSDARG00000074906	5590
ENSDARG00000074908	5637
ENSDARG00000074909	5111
ENSDARG00000074910	4641
ENSDARG00000074914	1260
ENSDARG00000074915	2429
ENSDARG00000074919	1269
ENSDARG00000074921	1942
ENSDARG00000074927	6078
ENSDARG00000074928	603
ENSDARG00000074930	772
ENSDARG00000074933	3522
ENSDARG00000074947	1794
ENSDARG00000074949	1641
ENSDARG00000074950	903
ENSDARG00000074955	8600
ENSDARG00000074966	2322
ENSDARG00000074967	2679
ENSDARG00000074968	2685
ENSDARG00000074979	6940
ENSDARG00000074983	1304
ENSDARG00000074984	675
ENSDARG00000074985	2336
ENSDARG00000074989	4360
ENSDARG00000074995	1832
ENSDARG00000074996	1828
ENSDARG00000075007	2160
ENSDARG00000075008	4818
ENSDARG00000075012	1813
ENSDARG00000075013	3164
ENSDARG00000075014	2131
ENSDARG00000075015	1842
ENSDARG00000075016	8203
ENSDARG00000075017	3257
ENSDARG00000075021	5348
ENSDARG00000075022	6247
ENSDARG00000075024	7855
ENSDARG00000075025	3317
ENSDARG00000075027	1168
ENSDARG00000075030	4308
ENSDARG00000075033	1882
ENSDARG00000075034	6831
ENSDARG00000075036	1188
ENSDARG00000075041	5851
ENSDARG00000075043	2939
ENSDARG00000075045	1101
ENSDARG00000075046	1242
ENSDARG00000075048	5581
ENSDARG00000075053	1859
ENSDARG00000075054	3864
ENSDARG00000075055	3570
ENSDARG00000075057	2394
ENSDARG00000075058	2874
ENSDARG00000075067	2784
ENSDARG00000075072	4546
ENSDARG00000075083	12981
ENSDARG00000075090	2600
ENSDARG00000075092	1380
ENSDARG00000075098	5454
ENSDARG00000075100	6769
ENSDARG00000075107	1684
ENSDARG00000075108	1998
ENSDARG00000075110	4648
ENSDARG00000075111	5151
ENSDARG00000075112	1261
ENSDARG00000075113	2959
ENSDARG00000075116	6324
ENSDARG00000075121	1891
ENSDARG00000075123	3295
ENSDARG00000075126	6025
ENSDARG00000075128	2388
ENSDARG00000075129	1029
ENSDARG00000075132	1741
ENSDARG00000075133	9542
ENSDARG00000075134	2850
ENSDARG00000075139	3740
ENSDARG00000075140	3633
ENSDARG00000075141	2016
ENSDARG00000075143	2026
ENSDARG00000075147	1143
ENSDARG00000075149	2464
ENSDARG00000075151	860
ENSDARG00000075156	4325
ENSDARG00000075158	9849
ENSDARG00000075159	2840
ENSDARG00000075161	866
ENSDARG00000075163	2083
ENSDARG00000075164	3210
ENSDARG00000075165	3120
ENSDARG00000075169	2711
ENSDARG00000075170	2607
ENSDARG00000075172	2641
ENSDARG00000075173	2079
ENSDARG00000075177	1914
ENSDARG00000075178	3042
ENSDARG00000075179	910
ENSDARG00000075181	2175
ENSDARG00000075183	5189
ENSDARG00000075188	3978
ENSDARG00000075189	7892
ENSDARG00000075191	2263
ENSDARG00000075192	3038
ENSDARG00000075193	679
ENSDARG00000075194	2182
ENSDARG00000075201	3895
ENSDARG00000075203	1864
ENSDARG00000075206	938
ENSDARG00000075209	6560
ENSDARG00000075211	11233
ENSDARG00000075212	1008
ENSDARG00000075215	2943
ENSDARG00000075217	4995
ENSDARG00000075222	3424
ENSDARG00000075225	1931
ENSDARG00000075226	2788
ENSDARG00000075229	1221
ENSDARG00000075230	5568
ENSDARG00000075240	788
ENSDARG00000075245	5855
ENSDARG00000075248	1736
ENSDARG00000075249	4809
ENSDARG00000075252	6483
ENSDARG00000075253	5316
ENSDARG00000075261	3530
ENSDARG00000075263	1682
ENSDARG00000075264	5105
ENSDARG00000075265	2408
ENSDARG00000075269	1289
ENSDARG00000075271	1767
ENSDARG00000075273	840
ENSDARG00000075277	5667
ENSDARG00000075281	3526
ENSDARG00000075282	7379
ENSDARG00000075284	5481
ENSDARG00000075285	973
ENSDARG00000075288	5858
ENSDARG00000075292	13044
ENSDARG00000075295	5478
ENSDARG00000075296	1874
ENSDARG00000075297	5192
ENSDARG00000075299	905
ENSDARG00000075301	1343
ENSDARG00000075307	2894
ENSDARG00000075314	1765
ENSDARG00000075321	768
ENSDARG00000075323	3647
ENSDARG00000075325	3118
ENSDARG00000075327	9903
ENSDARG00000075330	872
ENSDARG00000075331	6694
ENSDARG00000075332	675
ENSDARG00000075333	4139
ENSDARG00000075334	7061
ENSDARG00000075337	2684
ENSDARG00000075339	2138
ENSDARG00000075340	5464
ENSDARG00000075343	2441
ENSDARG00000075345	1319
ENSDARG00000075346	6298
ENSDARG00000075347	2741
ENSDARG00000075349	6915
ENSDARG00000075352	4701
ENSDARG00000075354	7188
ENSDARG00000075355	3579
ENSDARG00000075362	8317
ENSDARG00000075368	1255
ENSDARG00000075369	3177
ENSDARG00000075375	2009
ENSDARG00000075376	3511
ENSDARG00000075380	2971
ENSDARG00000075382	3731
ENSDARG00000075383	4589
ENSDARG00000075385	1275
ENSDARG00000075389	3034
ENSDARG00000075393	2296
ENSDARG00000075395	1189
ENSDARG00000075397	1767
ENSDARG00000075400	2230
ENSDARG00000075403	1263
ENSDARG00000075405	3913
ENSDARG00000075407	394
ENSDARG00000075416	963
ENSDARG00000075417	1507
ENSDARG00000075421	1087
ENSDARG00000075422	531
ENSDARG00000075428	1154
ENSDARG00000075433	7317
ENSDARG00000075435	14219
ENSDARG00000075436	6051
ENSDARG00000075437	4374
ENSDARG00000075441	2470
ENSDARG00000075444	1760
ENSDARG00000075445	1308
ENSDARG00000075446	4421
ENSDARG00000075450	3852
ENSDARG00000075454	3100
ENSDARG00000075455	2558
ENSDARG00000075456	5000
ENSDARG00000075459	4044
ENSDARG00000075461	6627
ENSDARG00000075463	2246
ENSDARG00000075467	4159
ENSDARG00000075468	5483
ENSDARG00000075470	1485
ENSDARG00000075476	5944
ENSDARG00000075480	1230
ENSDARG00000075482	1439
ENSDARG00000075487	3731
ENSDARG00000075491	5450
ENSDARG00000075492	1526
ENSDARG00000075500	685
ENSDARG00000075501	1916
ENSDARG00000075504	4898
ENSDARG00000075505	3026
ENSDARG00000075508	621
ENSDARG00000075509	4889
ENSDARG00000075513	3292
ENSDARG00000075515	1102
ENSDARG00000075517	1920
ENSDARG00000075521	3852
ENSDARG00000075525	1856
ENSDARG00000075526	6509
ENSDARG00000075527	1288
ENSDARG00000075528	766
ENSDARG00000075530	1891
ENSDARG00000075532	2871
ENSDARG00000075533	4832
ENSDARG00000075536	3684
ENSDARG00000075538	692
ENSDARG00000075539	2695
ENSDARG00000075540	590
ENSDARG00000075541	2435
ENSDARG00000075542	14894
ENSDARG00000075543	8826
ENSDARG00000075545	6345
ENSDARG00000075549	6772
ENSDARG00000075551	1996
ENSDARG00000075555	3150
ENSDARG00000075556	8327
ENSDARG00000075557	3884
ENSDARG00000075559	2949
ENSDARG00000075560	17128
ENSDARG00000075561	896
ENSDARG00000075562	1346
ENSDARG00000075564	1425
ENSDARG00000075565	5543
ENSDARG00000075567	2303
ENSDARG00000075569	7379
ENSDARG00000075570	3973
ENSDARG00000075571	3556
ENSDARG00000075580	2152
ENSDARG00000075584	1800
ENSDARG00000075592	2999
ENSDARG00000075593	7688
ENSDARG00000075597	7287
ENSDARG00000075598	1189
ENSDARG00000075599	1528
ENSDARG00000075600	3523
ENSDARG00000075606	579
ENSDARG00000075608	3526
ENSDARG00000075612	5362
ENSDARG00000075614	1096
ENSDARG00000075616	384
ENSDARG00000075618	4313
ENSDARG00000075619	1947
ENSDARG00000075621	1471
ENSDARG00000075622	2496
ENSDARG00000075624	2720
ENSDARG00000075625	7451
ENSDARG00000075626	3071
ENSDARG00000075629	940
ENSDARG00000075632	1840
ENSDARG00000075634	1163
ENSDARG00000075639	3640
ENSDARG00000075641	2155
ENSDARG00000075643	2044
ENSDARG00000075648	3653
ENSDARG00000075650	1297
